-6.549256E-06 1.503246E-01
-6.550644E-06 1.503406E-01
-6.552032E-06 1.503565E-01
-6.553420E-06 1.503724E-01
-6.554809E-06 1.503884E-01
-6.556197E-06 1.504043E-01
-6.557586E-06 1.504203E-01
-6.558976E-06 1.504362E-01
-6.560366E-06 1.504521E-01
-6.561756E-06 1.504681E-01
-6.563146E-06 1.504840E-01
-6.564536E-06 1.505000E-01
-6.565927E-06 1.505159E-01
-6.567318E-06 1.505319E-01
-6.568710E-06 1.505478E-01
-6.570102E-06 1.505638E-01
-6.571494E-06 1.505797E-01
-6.572886E-06 1.505957E-01
-6.574279E-06 1.506116E-01
-6.575672E-06 1.506276E-01
-6.577065E-06 1.506436E-01
-6.578458E-06 1.506595E-01
-6.579852E-06 1.506755E-01
-6.581246E-06 1.506915E-01
-6.582641E-06 1.507074E-01
-6.584035E-06 1.507234E-01
-6.585430E-06 1.507394E-01
-6.586826E-06 1.507553E-01
-6.588221E-06 1.507713E-01
-6.589617E-06 1.507873E-01
-6.591013E-06 1.508033E-01
-6.592410E-06 1.508193E-01
-6.593807E-06 1.508352E-01
-6.595204E-06 1.508512E-01
-6.596601E-06 1.508672E-01
-6.597999E-06 1.508832E-01
-6.599397E-06 1.508992E-01
-6.600795E-06 1.509152E-01
-6.602194E-06 1.509312E-01
-6.603592E-06 1.509472E-01
-6.604992E-06 1.509632E-01
-6.606391E-06 1.509792E-01
-6.607791E-06 1.509951E-01
-6.609191E-06 1.510112E-01
-6.610591E-06 1.510272E-01
-6.611992E-06 1.510432E-01
-6.613393E-06 1.510592E-01
-6.614794E-06 1.510752E-01
-6.616195E-06 1.510912E-01
-6.617597E-06 1.511072E-01
-6.618999E-06 1.511232E-01
-6.620402E-06 1.511392E-01
-6.621804E-06 1.511552E-01
-6.623207E-06 1.511713E-01
-6.624611E-06 1.511873E-01
-6.626014E-06 1.512033E-01
-6.627418E-06 1.512193E-01
-6.628822E-06 1.512353E-01
-6.630227E-06 1.512514E-01
-6.631632E-06 1.512674E-01
-6.633037E-06 1.512834E-01
-6.634442E-06 1.512995E-01
-6.635848E-06 1.513155E-01
-6.637254E-06 1.513315E-01
-6.638660E-06 1.513476E-01
-6.640067E-06 1.513636E-01
-6.641474E-06 1.513796E-01
-6.642881E-06 1.513957E-01
-6.644288E-06 1.514117E-01
-6.645696E-06 1.514278E-01
-6.647104E-06 1.514438E-01
-6.648512E-06 1.514599E-01
-6.649921E-06 1.514759E-01
-6.651330E-06 1.514920E-01
-6.652739E-06 1.515080E-01
-6.654149E-06 1.515241E-01
-6.655559E-06 1.515401E-01
-6.656969E-06 1.515562E-01
-6.658379E-06 1.515722E-01
-6.659790E-06 1.515883E-01
-6.661201E-06 1.516044E-01
-6.662612E-06 1.516204E-01
-6.664024E-06 1.516365E-01
-6.665436E-06 1.516526E-01
-6.666848E-06 1.516686E-01
-6.668261E-06 1.516847E-01
-6.669674E-06 1.517008E-01
-6.671087E-06 1.517169E-01
-6.672500E-06 1.517329E-01
-6.673914E-06 1.517490E-01
-6.675328E-06 1.517651E-01
-6.676742E-06 1.517812E-01
-6.678157E-06 1.517973E-01
-6.679572E-06 1.518134E-01
-6.680987E-06 1.518294E-01
-6.682403E-06 1.518455E-01
-6.683819E-06 1.518616E-01
-6.685235E-06 1.518777E-01
-6.686651E-06 1.518938E-01
-6.688068E-06 1.519099E-01
-6.689485E-06 1.519260E-01
-6.690902E-06 1.519421E-01
-6.692320E-06 1.519582E-01
-6.693738E-06 1.519743E-01
-6.695156E-06 1.519904E-01
-6.696575E-06 1.520065E-01
-6.697993E-06 1.520226E-01
-6.699413E-06 1.520387E-01
-6.700832E-06 1.520548E-01
-6.702252E-06 1.520710E-01
-6.703672E-06 1.520871E-01
-6.705092E-06 1.521032E-01
-6.706513E-06 1.521193E-01
-6.707934E-06 1.521354E-01
-6.709355E-06 1.521515E-01
-6.710777E-06 1.521677E-01
-6.712198E-06 1.521838E-01
-6.713621E-06 1.521999E-01
-6.715043E-06 1.522160E-01
-6.716466E-06 1.522322E-01
-6.717889E-06 1.522483E-01
-6.719312E-06 1.522644E-01
-6.720736E-06 1.522806E-01
-6.722160E-06 1.522967E-01
-6.723584E-06 1.523129E-01
-6.725009E-06 1.523290E-01
-6.726433E-06 1.523451E-01
-6.727859E-06 1.523613E-01
-6.729284E-06 1.523774E-01
-6.730710E-06 1.523936E-01
-6.732136E-06 1.524097E-01
-6.733562E-06 1.524259E-01
-6.734989E-06 1.524420E-01
-6.736416E-06 1.524582E-01
-6.737843E-06 1.524743E-01
-6.739271E-06 1.524905E-01
-6.740699E-06 1.525067E-01
-6.742127E-06 1.525228E-01
-6.743555E-06 1.525390E-01
-6.744984E-06 1.525551E-01
-6.746413E-06 1.525713E-01
-6.747843E-06 1.525875E-01
-6.749272E-06 1.526036E-01
-6.750702E-06 1.526198E-01
-6.752133E-06 1.526360E-01
-6.753563E-06 1.526522E-01
-6.754994E-06 1.526683E-01
-6.756425E-06 1.526845E-01
-6.757857E-06 1.527007E-01
-6.759289E-06 1.527169E-01
-6.760721E-06 1.527331E-01
-6.762153E-06 1.527492E-01
-6.763586E-06 1.527654E-01
-6.765019E-06 1.527816E-01
-6.766452E-06 1.527978E-01
-6.767886E-06 1.528140E-01
-6.769320E-06 1.528302E-01
-6.770754E-06 1.528464E-01
-6.772189E-06 1.528626E-01
-6.773624E-06 1.528788E-01
-6.775059E-06 1.528950E-01
-6.776494E-06 1.529112E-01
-6.777930E-06 1.529274E-01
-6.779366E-06 1.529436E-01
-6.780803E-06 1.529598E-01
-6.782239E-06 1.529760E-01
-6.783676E-06 1.529922E-01
-6.785114E-06 1.530084E-01
-6.786551E-06 1.530246E-01
-6.787989E-06 1.530409E-01
-6.789427E-06 1.530571E-01
-6.790866E-06 1.530733E-01
-6.792305E-06 1.530895E-01
-6.793744E-06 1.531057E-01
-6.795183E-06 1.531220E-01
-6.796623E-06 1.531382E-01
-6.798063E-06 1.531544E-01
-6.799503E-06 1.531707E-01
-6.800944E-06 1.531869E-01
-6.802385E-06 1.532031E-01
-6.803826E-06 1.532194E-01
-6.805268E-06 1.532356E-01
-6.806709E-06 1.532518E-01
-6.808152E-06 1.532681E-01
-6.809594E-06 1.532843E-01
-6.811037E-06 1.533006E-01
-6.812480E-06 1.533168E-01
-6.813923E-06 1.533330E-01
-6.815367E-06 1.533493E-01
-6.816811E-06 1.533655E-01
-6.818255E-06 1.533818E-01
-6.819700E-06 1.533980E-01
-6.821145E-06 1.534143E-01
-6.822590E-06 1.534306E-01
-6.824036E-06 1.534468E-01
-6.825482E-06 1.534631E-01
-6.826928E-06 1.534793E-01
-6.828374E-06 1.534956E-01
-6.829821E-06 1.535119E-01
-6.831268E-06 1.535281E-01
-6.832715E-06 1.535444E-01
-6.834163E-06 1.535607E-01
-6.835611E-06 1.535770E-01
-6.837059E-06 1.535932E-01
-6.838508E-06 1.536095E-01
-6.839957E-06 1.536258E-01
-6.841406E-06 1.536421E-01
-6.842856E-06 1.536583E-01
-6.844305E-06 1.536746E-01
-6.845756E-06 1.536909E-01
-6.847206E-06 1.537072E-01
-6.848657E-06 1.537235E-01
-6.850108E-06 1.537398E-01
-6.851559E-06 1.537561E-01
-6.853011E-06 1.537724E-01
-6.854463E-06 1.537887E-01
-6.855915E-06 1.538049E-01
-6.857368E-06 1.538212E-01
-6.858821E-06 1.538375E-01
-6.860274E-06 1.538538E-01
-6.861727E-06 1.538702E-01
-6.863181E-06 1.538865E-01
-6.864635E-06 1.539028E-01
-6.866090E-06 1.539191E-01
-6.867544E-06 1.539354E-01
-6.869000E-06 1.539517E-01
-6.870455E-06 1.539680E-01
-6.871911E-06 1.539843E-01
-6.873367E-06 1.540006E-01
-6.874823E-06 1.540170E-01
-6.876279E-06 1.540333E-01
-6.877736E-06 1.540496E-01
-6.879194E-06 1.540659E-01
-6.880651E-06 1.540823E-01
-6.882109E-06 1.540986E-01
-6.883567E-06 1.541149E-01
-6.885026E-06 1.541312E-01
-6.886484E-06 1.541476E-01
-6.887943E-06 1.541639E-01
-6.889403E-06 1.541802E-01
-6.890862E-06 1.541966E-01
-6.892322E-06 1.542129E-01
-6.893783E-06 1.542293E-01
-6.895243E-06 1.542456E-01
-6.896704E-06 1.542620E-01
-6.898166E-06 1.542783E-01
-6.899627E-06 1.542947E-01
-6.901089E-06 1.543110E-01
-6.902551E-06 1.543274E-01
-6.904014E-06 1.543437E-01
-6.905476E-06 1.543601E-01
-6.906939E-06 1.543764E-01
-6.908403E-06 1.543928E-01
-6.909867E-06 1.544091E-01
-6.911331E-06 1.544255E-01
-6.912795E-06 1.544419E-01
-6.914260E-06 1.544582E-01
-6.915725E-06 1.544746E-01
-6.917190E-06 1.544910E-01
-6.918655E-06 1.545073E-01
-6.920121E-06 1.545237E-01
-6.921587E-06 1.545401E-01
-6.923054E-06 1.545565E-01
-6.924521E-06 1.545728E-01
-6.925988E-06 1.545892E-01
-6.927455E-06 1.546056E-01
-6.928923E-06 1.546220E-01
-6.930391E-06 1.546384E-01
-6.931860E-06 1.546548E-01
-6.933328E-06 1.546711E-01
-6.934797E-06 1.546875E-01
-6.936266E-06 1.547039E-01
-6.937736E-06 1.547203E-01
-6.939206E-06 1.547367E-01
-6.940676E-06 1.547531E-01
-6.942147E-06 1.547695E-01
-6.943618E-06 1.547859E-01
-6.945089E-06 1.548023E-01
-6.946560E-06 1.548187E-01
-6.948032E-06 1.548351E-01
-6.949504E-06 1.548515E-01
-6.950977E-06 1.548679E-01
-6.952449E-06 1.548844E-01
-6.953922E-06 1.549008E-01
-6.955396E-06 1.549172E-01
-6.956869E-06 1.549336E-01
-6.958343E-06 1.549500E-01
-6.959818E-06 1.549664E-01
-6.961292E-06 1.549829E-01
-6.962767E-06 1.549993E-01
-6.964242E-06 1.550157E-01
-6.965718E-06 1.550321E-01
-6.967194E-06 1.550486E-01
-6.968670E-06 1.550650E-01
-6.970147E-06 1.550814E-01
-6.971623E-06 1.550979E-01
-6.973100E-06 1.551143E-01
-6.974578E-06 1.551307E-01
-6.976056E-06 1.551472E-01
-6.977534E-06 1.551636E-01
-6.979012E-06 1.551801E-01
-6.980491E-06 1.551965E-01
-6.981970E-06 1.552129E-01
-6.983449E-06 1.552294E-01
-6.984929E-06 1.552458E-01
-6.986408E-06 1.552623E-01
-6.987889E-06 1.552787E-01
-6.989369E-06 1.552952E-01
-6.990850E-06 1.553117E-01
-6.992331E-06 1.553281E-01
-6.993813E-06 1.553446E-01
-6.995295E-06 1.553610E-01
-6.996777E-06 1.553775E-01
-6.998259E-06 1.553940E-01
-6.999742E-06 1.554104E-01
-7.001225E-06 1.554269E-01
-7.002708E-06 1.554434E-01
-7.004192E-06 1.554598E-01
-7.005676E-06 1.554763E-01
-7.007160E-06 1.554928E-01
-7.008645E-06 1.555093E-01
-7.010130E-06 1.555257E-01
-7.011615E-06 1.555422E-01
-7.013101E-06 1.555587E-01
-7.014587E-06 1.555752E-01
-7.016073E-06 1.555917E-01
-7.017559E-06 1.556082E-01
-7.019046E-06 1.556247E-01
-7.020533E-06 1.556412E-01
-7.022021E-06 1.556576E-01
-7.023509E-06 1.556741E-01
-7.024997E-06 1.556906E-01
-7.026485E-06 1.557071E-01
-7.027974E-06 1.557236E-01
-7.029463E-06 1.557401E-01
-7.030952E-06 1.557566E-01
-7.032442E-06 1.557731E-01
-7.033932E-06 1.557897E-01
-7.035422E-06 1.558062E-01
-7.036913E-06 1.558227E-01
-7.038404E-06 1.558392E-01
-7.039895E-06 1.558557E-01
-7.041387E-06 1.558722E-01
-7.042879E-06 1.558887E-01
-7.044371E-06 1.559052E-01
-7.045863E-06 1.559218E-01
-7.047356E-06 1.559383E-01
-7.048849E-06 1.559548E-01
-7.050343E-06 1.559713E-01
-7.051836E-06 1.559879E-01
-7.053331E-06 1.560044E-01
-7.054825E-06 1.560209E-01
-7.056320E-06 1.560375E-01
-7.057815E-06 1.560540E-01
-7.059310E-06 1.560705E-01
-7.060806E-06 1.560871E-01
-7.062302E-06 1.561036E-01
-7.063798E-06 1.561202E-01
-7.065295E-06 1.561367E-01
-7.066792E-06 1.561532E-01
-7.068289E-06 1.561698E-01
-7.069787E-06 1.561863E-01
-7.071284E-06 1.562029E-01
-7.072783E-06 1.562194E-01
-7.074281E-06 1.562360E-01
-7.075780E-06 1.562526E-01
-7.077279E-06 1.562691E-01
-7.078779E-06 1.562857E-01
-7.080279E-06 1.563022E-01
-7.081779E-06 1.563188E-01
-7.083279E-06 1.563354E-01
-7.084780E-06 1.563519E-01
-7.086281E-06 1.563685E-01
-7.087782E-06 1.563851E-01
-7.089284E-06 1.564016E-01
-7.090786E-06 1.564182E-01
-7.092288E-06 1.564348E-01
-7.093791E-06 1.564514E-01
-7.095294E-06 1.564679E-01
-7.096797E-06 1.564845E-01
-7.098301E-06 1.565011E-01
-7.099805E-06 1.565177E-01
-7.101309E-06 1.565343E-01
-7.102814E-06 1.565509E-01
-7.104319E-06 1.565675E-01
-7.105824E-06 1.565840E-01
-7.107329E-06 1.566006E-01
-7.108835E-06 1.566172E-01
-7.110341E-06 1.566338E-01
-7.111848E-06 1.566504E-01
-7.113355E-06 1.566670E-01
-7.114862E-06 1.566836E-01
-7.116369E-06 1.567002E-01
-7.117877E-06 1.567168E-01
-7.119385E-06 1.567334E-01
-7.120894E-06 1.567501E-01
-7.122402E-06 1.567667E-01
-7.123911E-06 1.567833E-01
-7.125421E-06 1.567999E-01
-7.126930E-06 1.568165E-01
-7.128440E-06 1.568331E-01
-7.129951E-06 1.568497E-01
-7.131461E-06 1.568664E-01
-7.132972E-06 1.568830E-01
-7.134484E-06 1.568996E-01
-7.135995E-06 1.569162E-01
-7.137507E-06 1.569329E-01
-7.139019E-06 1.569495E-01
-7.140532E-06 1.569661E-01
-7.142045E-06 1.569828E-01
-7.143558E-06 1.569994E-01
-7.145072E-06 1.570160E-01
-7.146585E-06 1.570327E-01
-7.148100E-06 1.570493E-01
